Power(watts),Distance(metres),Heartrate(BPM),Speed(m/s),WindSpeed (m/s),Cadaence(revs/s),Elevation(meters),Hill slope(%),Temperature(C),Cluster
298.08,8545.6,169,3.0846,2.861,1.0167,339.55,11.97,23.333,A
305.9,8545.6,169,3.0399,2.8163,1,339.55,12.67,23.333,A
307.74,8545.6,169,2.9952,3.7551,0.98333,341.07,12.97,23.333,A
305.57,8545.6,169,2.9505,3.7998,0.98333,341.07,13.36,23.333,A
309.54,8545.6,169,2.9505,3.8892,0.96667,341.07,13.76,23.333,A
310.26,8561.7,169,2.861,3.7551,0.93333,341.07,13.96,23.333,A
316.09,8561.7,169,2.8163,3.9786,0.91667,342.9,14.36,23.333,A
315.93,8561.7,169,2.7716,3.7104,0.9,342.9,14.66,23.333,A
312.77,8561.7,169,2.7269,3.5316,0.9,342.9,14.75,23.333,A
306.86,8561.7,169,2.7716,3.8892,0.91667,342.9,14.25,23.333,A
298.83,8561.7,169,2.7716,3.6657,0.91667,344.42,13.65,23.333,A
296.83,8577.8,169,2.7716,2.9952,0.91667,344.42,13.15,23.333,A
294.02,8577.8,169,2.861,3.621,0.95,344.42,12.45,23.333,A
291.08,8577.8,169,2.9058,4.1575,0.96667,344.42,12.34,23.333,A
290.02,8577.8,169,2.9058,4.0233,0.95,345.95,12.44,23.333,A
285.76,8577.8,169,2.8163,4.6492,0.93333,345.95,12.24,23.333,A
289.91,8593.9,169,2.9058,4.6492,0.95,345.95,12.54,23.889,A
292.64,8593.9,169,2.8163,4.6939,0.93333,345.95,12.93,23.889,A
295.51,8593.9,170,2.7716,3.7998,0.91667,347.17,13.03,23.333,A
295.56,8593.9,169,2.8163,3.621,0.91667,347.17,13.13,23.333,A
287.4,8593.9,170,2.7716,3.7998,0.91667,347.17,13.33,23.333,A
281.25,8593.9,169,2.7269,3.4422,0.9,347.17,13.02,23.333,A
268.32,8610,170,2.7716,2.1458,0.91667,348.08,12.22,23.333,A
259.62,8610,170,2.9058,3.2634,0.95,348.08,11.22,23.333,A
248.57,8610,169,2.9058,4.4257,0.96667,348.08,10.42,23.333,A
237.63,8610,169,2.9505,3.9786,0.98333,348.08,9.31,23.333,A
225.88,8610,169,3.0846,2.2799,1.0333,349.3,8.51,23.333,A
212.02,8626.1,169,3.174,3.2634,1.0667,349.3,7.61,23.333,A
213.36,8626.1,169,3.3528,4.4257,1.1,349.3,6.7,23.333,A
207.48,8626.1,169,3.4422,3.4869,1.1333,349.3,6.4,23.333,A
200.4,8626.1,169,3.4422,2.9952,1.1333,350.22,6.2,23.333,A
200.42,8626.1,169,3.4869,2.4587,1.15,350.22,6.4,23.333,A
207.24,8642.2,168,3.4422,4.2916,1.1333,350.22,6.99,23.333,A
214.9,8642.2,169,3.3081,3.0399,1.0833,350.22,7.79,23.333,A
223.53,8642.2,169,3.174,2.9505,1.0333,351.13,8.99,23.333,A
232.26,8642.2,169,3.0846,3.7998,1.0167,351.13,9.88,23.333,A
239.19,8642.2,168,3.0846,4.1128,1.0167,351.13,10.38,23.333,A
245.12,8658.2,168,3.0846,4.6939,1.0167,351.13,10.48,23.333,A
252.97,8658.2,168,3.0399,3.621,1,352.35,10.48,23.333,A
256.91,8658.2,168,3.0399,3.7551,1,352.35,10.57,23.333,A
257.79,8658.2,168,2.9952,3.2634,1,352.35,10.67,23.333,A
258.73,8658.2,168,2.9952,4.0681,0.98333,352.35,10.87,23.333,A
266.59,8658.2,168,2.9505,4.6045,0.96667,353.26,11.07,23.333,A
273.44,8674.3,168,2.9058,4.3363,0.96667,353.26,11.76,23.333,A
278.42,8674.3,168,2.9058,4.8727,0.96667,353.26,11.86,23.333,A
283.36,8674.3,168,2.9058,4.4257,0.95,353.26,12.26,23.333,A
279.25,8674.3,168,2.861,3.5763,0.95,354.79,12.46,23.333,A
282.21,8674.3,168,2.861,4.2916,0.93333,354.79,12.36,23.333,A
288.08,8690.4,168,2.8163,3.9339,0.93333,354.79,12.75,23.333,A
292.94,8690.4,168,2.7716,3.9339,0.9,354.79,13.35,23.333,A
289.74,8690.4,168,2.6822,2.861,0.86667,356.01,13.65,23.333,A
306.41,8690.4,169,2.5034,2.8163,0.86667,356.01,14.45,23.333,A
315.61,8690.4,169,2.6375,3.4422,0.86667,356.01,14.75,23.333,A
329.49,8690.4,169,2.5928,2.6375,0.85,356.01,15.05,23.333,A
323.23,8706.5,168,2.4587,2.3246,0.81667,357.53,15.65,23.333,A
315.36,8706.5,169,2.5481,2.5481,0.83333,357.53,15.34,23.333,A
312.26,8706.5,169,2.5034,4.0233,0.85,357.53,15.74,23.333,A
327.47,8706.5,169,2.6375,4.6492,0.86667,357.53,15.74,23.333,A
317.46,8706.5,169,2.6375,4.828,0.88333,359.05,15.24,23.333,A
321.5,8706.5,169,2.6822,5.0068,0.86667,359.05,15.44,23.333,A
318.17,8706.5,169,2.5034,4.1128,0.83333,359.05,15.74,23.333,A
314.25,8722.6,169,2.5481,3.7998,0.83333,359.05,15.54,23.333,A
325.21,8722.6,169,2.5481,3.4422,0.83333,360.58,16.34,23.333,A
335.26,8722.6,170,2.5928,3.621,0.85,360.58,16.44,23.333,A
335.17,8722.6,169,2.5481,4.0233,0.85,360.58,16.43,23.333,A
329.14,8722.6,169,2.5481,3.4869,0.83333,360.58,16.43,23.333,A
337.13,8722.6,170,2.5481,3.621,0.83333,362.1,16.53,23.333,A
351.11,8738.7,170,2.5481,4.1128,0.83333,362.1,16.93,23.333,A
351.09,8738.7,170,2.5481,3.4869,0.81667,362.1,17.33,23.333,A
357,8738.7,170,2.5034,3.2634,0.83333,362.1,17.83,23.333,A
346.13,8738.7,170,2.5928,2.5481,0.85,363.63,17.53,23.333,A
333.06,8738.7,170,2.5481,1.654,0.85,363.63,17.03,23.333,A
333.2,8738.7,170,2.6375,0,0.85,363.63,16.13,23.333,A
329.13,8754.8,170,2.5928,0,0.86667,363.63,16.13,23.333,A
326.12,8754.8,171,2.5928,0,0.83333,365.76,16.13,23.333,A
310.04,8754.8,171,2.5481,0,0.85,365.76,16.03,23.333,A
303.04,8754.8,171,2.5481,0,0.83333,365.76,15.83,23.333,A
300.96,8754.8,171,2.5034,1.5199,0.83333,365.76,15.43,23.333,A
302.02,8754.8,171,2.5481,1.8776,0.83333,366.98,15.23,23.333,A
301.88,8770.9,171,2.4587,0,0.81667,366.98,15.63,23.333,A
294.87,8770.9,171,2.4587,0,0.81667,366.98,15.52,23.333,A
289.01,8770.9,171,2.5481,0,0.85,366.98,15.22,23.333,A
271.08,8770.9,171,2.5928,3.0399,0.85,368.81,14.62,23.333,A
263.16,8770.9,172,2.6375,0,0.86667,368.81,13.62,23.333,A
284.3,8770.9,172,2.7269,0,0.95,368.81,13.12,23.333,A
255.09,8787,172,3.2187,1.9223,1.05,368.81,11.82,23.333,A
235.16,8787,172,3.2634,3.621,1.0833,369.72,10.52,23.333,A
225.16,8787,172,3.2634,2.9505,1.0667,369.72,9.52,23.333,A
221.16,8787,172,3.2634,3.1293,1.0833,369.72,8.52,23.333,A
218.15,8787,171,3.2634,1.6093,1.0833,369.72,8.12,23.333,A
216.12,8803.1,172,3.2634,2.6375,1.0833,371.25,8.12,23.333,A
214.18,8803.1,171,3.3081,2.9505,1.1,371.25,7.82,23.333,A
213.3,8803.1,171,3.3975,3.4869,1.1333,371.25,7.42,23.333,A
215.49,8803.1,171,3.5316,3.4422,1.1833,371.25,7.02,23.333,A
224.6,8803.1,171,3.621,4.0681,1.2,372.77,7.11,23.333,A
228.56,8819.2,171,3.621,4.6492,1.1833,372.77,7.21,23.333,A
226.54,8819.2,171,3.621,4.6492,1.2,372.77,7.21,23.333,A
230.37,8819.2,170,3.5316,4.2022,1.1667,372.77,7.81,23.333,A
244.27,8819.2,170,3.4869,4.1575,1.15,373.68,8.21,23.333,A
251.3,8819.2,170,3.5316,3.9339,1.1667,373.68,8.51,23.333,A
254.34,8835.3,170,3.5763,4.4257,1.1833,373.68,8.81,23.333,A
257.32,8835.3,170,3.5763,4.7833,1.1833,373.68,8.81,23.333,A
256.23,8835.3,170,3.5316,3.621,1.1667,374.9,8.71,23.333,A
258.21,8835.3,170,3.5316,3.2634,1.1667,374.9,8.81,23.333,A
261.18,8851.4,170,3.5316,2.414,1.15,374.9,9.3,23.333,A
262.1,8851.4,170,3.4869,2.9505,1.1333,374.9,9.5,23.333,A
262.02,8851.4,170,3.4422,3.3528,1.1333,375.82,9.7,23.333,A
264,8851.4,170,3.4422,3.174,1.1333,375.82,9.7,23.333,A
264.99,8851.4,170,3.4422,2.6375,1.1167,375.82,9.8,23.333,A
266.91,8867.5,169,3.3975,0,1.1167,375.82,9.9,23.333,A
250.9,8867.5,170,3.3975,0,1.1167,377.95,9.6,23.333,A
249.89,8867.5,169,3.3975,0,1.1333,377.95,9.5,23.333,A
250.88,8867.5,170,3.3975,1.9223,1.1167,377.95,9.5,23.333,A
246.86,8883.6,169,3.3975,2.3693,1.1167,377.95,9.1,23.333,A
242.85,8883.6,169,3.3975,2.5034,1.1167,379.78,9.2,23.333,A
240.77,8883.6,169,3.3528,2.1905,1.1,379.78,9.3,23.333,A
238.75,8883.6,169,3.3528,1.7435,1.1,379.78,9.1,23.333,A
233.68,8883.6,169,3.3081,1.8329,1.1,379.78,9,23.333,A
235.73,8899.7,169,3.3528,0,1.1167,380.7,8.9,23.333,A
234.72,8899.7,169,3.3528,2.1011,1.1167,380.7,8.7,23.333,A
227.78,8899.7,169,3.3975,2.9505,1.1167,380.7,8.5,23.333,A
220.71,8899.7,169,3.3528,2.9058,1.1,380.7,8.4,23.333,A
-5000.1,-50000,-5000,3.3528,3.5316,1.1167,381.91,8,-273,A
-4999.1,-49999,-4999,3.4869,2.6375,1.15,381.91,7.6,-272,A
-4998.1,-49998,-4998,3.5316,1.6987,1.1833,381.91,7.19,-271,A
-4997.1,-49997,-4997,3.621,3.2187,1.1833,381.91,6.89,-270,A
-4996.1,-49996,-4996,3.4869,2.7716,1.15,382.83,7.09,-269,A
-4995.1,-49995,-4995,3.4422,4.5151,1.1333,382.83,7.49,-268,A
223.74,8931.8,168,3.3975,3.5763,1.1167,382.83,8.29,23.333,A
237.66,8931.8,168,3.3528,2.7269,1.1,382.83,9.09,23.333,A
256.59,8931.8,168,3.3081,3.0399,1.1,384.05,9.69,23.333,A
275.58,8931.8,168,3.3081,2.3693,1.1,384.05,10.69,23.333,A
282.57,8947.9,168,3.3081,2.8163,1.0833,384.05,11.19,23.333,A
291.56,8947.9,167,3.3081,2.5481,1.1,384.05,11.49,23.333,A
293.55,8947.9,168,3.3081,2.9952,1.0833,384.35,11.99,23.333,A
297.56,8947.9,167,3.3081,3.4869,1.0833,384.35,11.69,23.333,A
302.56,8947.9,167,3.3081,4.6045,1.1,384.35,11.89,23.333,A
301.56,8964,167,3.3081,5.0515,1.0833,384.35,11.69,23.333,A
299.43,8964,167,3.2187,4.1575,1.0667,385.88,11.69,23.333,A
300.44,8964,168,3.2187,3.8445,1.05,385.88,11.49,23.333,A
298.45,8964,168,3.2187,4.0233,1.0667,385.88,11.29,23.333,A
301.51,8964,168,3.2634,3.8445,1.0833,385.88,11.39,23.333,A
302.5,8980.1,168,3.2634,3.2634,1.0833,387.71,11.39,23.333,A
293.5,8980.1,168,3.2634,3.3081,1.0833,387.71,11.09,23.333,A
286.57,8980.1,168,3.3081,2.9058,1.1,387.71,10.69,23.333,A
275.64,8980.1,167,3.3528,2.9505,1.1,387.71,9.99,23.333,A
263.69,8980.1,168,3.3975,5.7221,1.1167,389.23,9.19,23.333,A
254.75,8996.2,168,3.4422,6.9291,1.1333,389.23,8.59,23.333,A
248.66,8996.2,168,3.3975,5.6774,1.1167,389.23,8.29,23.333,A
251.64,8996.2,168,3.3975,5.5433,1.1167,389.23,8.19,23.333,A
250.61,8996.2,168,3.3975,5.9903,1.1333,391.36,8.19,23.333,A
250.65,8996.2,168,3.4422,5.9456,1.1333,391.36,8.09,23.333,A
249.68,9012.3,168,3.4869,5.7221,1.15,391.36,7.99,23.333,A
242.62,9012.3,168,3.4869,6.348,1.15,391.36,7.58,23.333,A
241.59,9012.3,168,3.4869,6.7503,1.15,393.19,7.48,23.333,A
237.49,9012.3,168,3.4422,7.555,1.1333,393.19,7.48,23.333,A
235.52,9028.4,167,3.4869,6.6162,1.15,393.19,7.08,23.333,A
234.6,9028.4,167,3.5763,7.0185,1.1833,393.19,6.58,23.333,A
231.74,9028.4,167,3.7104,6.4374,1.2333,394.72,5.88,23.333,A
240.75,9028.4,167,3.7551,7.0632,1.25,394.72,5.78,23.333,A
246.71,9028.4,167,3.7551,7.1973,1.25,394.72,5.97,23.333,A
252.66,9044.5,167,3.7551,5.9009,1.2333,394.72,6.67,23.333,A
261.53,9044.5,168,3.7104,6.1691,1.2167,395.63,7.47,23.889,A
267.32,9044.5,167,3.5763,6.3927,1.1667,395.63,8.27,23.889,A
284.27,9044.5,168,3.5763,6.2585,1.1833,395.63,8.97,23.889,A
300.17,9060.6,167,3.5316,6.1244,1.1667,395.63,9.77,23.889,A
311.19,9060.6,168,3.5763,5.9009,1.1833,396.24,10.26,23.889,A
316.16,9060.6,167,3.5763,6.5268,1.1833,396.24,10.36,23.889,A
317.11,9060.6,168,3.5763,5.6327,1.1833,396.24,10.56,23.889,A
314.04,9060.6,167,3.5316,4.8727,1.1667,396.24,10.46,23.889,A
314.91,9076.7,168,3.4422,4.9174,1.15,397.15,10.76,23.889,A
303.89,9076.7,167,3.4422,5.8562,1.15,397.15,10.56,23.889,A
292.93,9076.7,167,3.4869,5.1409,1.1833,397.15,10.16,23.889,A
283.01,9076.7,168,3.5763,4.6045,1.1833,397.15,9.26,23.889,A
263.01,9092.8,168,3.5763,4.9621,1.1667,398.37,8.36,23.889,A
248.95,9092.8,168,3.5316,6.3032,1.1667,398.37,7.66,23.889,A
239.97,9092.8,167,3.5763,7.0185,1.1833,398.37,7.15,23.889,A
242.01,9092.8,167,3.621,7.242,1.2,398.37,6.85,23.889,A
249.09,9092.8,168,3.7104,7.9573,1.2167,398.98,6.75,23.889,A
237.06,9108.9,167,3.7104,8.4043,1.2,398.98,6.35,23.889,A
243.99,9108.9,167,3.6657,8.9855,1.1,398.98,6.45,23.889,A
252.03,9108.9,167,3.7551,8.6279,1.1,398.98,6.25,23.889,A
261.05,9108.9,167,3.7998,8.2702,1.1167,399.9,6.15,23.889,A
260.03,9125,167,3.8445,8.0467,1.15,399.9,5.95,23.889,A
250.13,9125,168,3.9786,7.5103,1.1833,399.9,5.24,23.889,A
234.13,9125,167,4.0681,7.7338,1.2,399.9,4.64,23.889,A
218.13,9125,167,4.1128,7.5997,1.2167,401.12,3.84,23.889,A
208.1,9141.1,167,4.2022,8.5831,1.2333,401.12,3.33,23.889,A
200.02,9141.1,167,4.2469,10.192,1.2333,401.12,3.03,23.889,A
194.9,9141.1,167,4.2022,9.2537,1.2333,401.12,3.13,23.889,A
195.76,9141.1,167,4.2022,9.1196,1.2333,402.34,3.02,23.889,A
202.62,9157.1,167,4.2022,9.5219,1.2333,402.34,3.02,23.889,A
206.59,9157.1,166,4.2469,9.4772,1.2333,402.34,3.12,23.889,A
203.38,9157.1,166,4.1575,8.5384,1.2167,402.34,3.31,23.889,A
206.24,9157.1,166,4.1575,9.2984,1.2333,402.95,3.31,23.889,A
209.17,9173.2,166,4.1575,8.6279,1.2167,402.95,3.61,23.889,A
204.05,9173.2,166,4.1575,8.0467,1.2167,402.95,3.5,23.889,A
202.98,9173.2,166,4.1575,7.6444,1.2167,402.95,3.5,23.889,A
198.86,9173.2,166,4.1128,5.3198,1.2,402.95,3.9,23.889,A
200.78,9189.3,166,4.0681,1.8776,1.1833,402.95,4.09,23.889,A
205.69,9189.3,166,4.0233,3.621,1.1833,402.95,4.99,23.889,A
203.56,9189.3,165,3.9339,3.8892,1.15,402.95,5.69,23.889,A
205.55,9189.3,165,3.9786,1.6093,1.1833,403.56,5.99,23.889,A
210.54,9205.4,165,4.0233,2.861,1.1667,403.56,6.29,23.889,A
218.5,9205.4,165,3.9786,1.4752,1.15,403.56,6.49,23.889,A
194.37,9205.4,165,3.7998,0,1.0667,403.56,6.69,23.889,A
259.1,9205.4,165,3.3975,0,0.98333,405.08,7.49,23.889,A
291.97,9221.5,165,3.2187,0,0.95,405.08,8.69,23.889,A
315.86,9221.5,165,3.0399,0,0.9,405.08,9.89,23.889,A
334.82,9221.5,165,2.9952,0,0.86667,405.08,11.69,23.889,A
349.79,9221.5,165,2.9505,0,0.85,405.99,13.69,23.889,A
352.72,9221.5,165,2.861,0,0.85,405.99,15.09,23.889,A
335.78,9237.6,165,2.9505,0,0.85,405.99,15.49,23.889,A
335.79,9237.6,165,2.9505,0,0.85,405.99,15.69,23.889,A
330.72,9237.6,165,2.8163,0,0.85,406.6,15.29,23.889,A
336.77,9237.6,165,2.861,0,0.85,406.6,15.09,23.889,A
333.85,9237.6,165,2.9952,0,0.86667,406.6,14.99,23.889,A
333.85,9237.6,165,2.9505,0,0.86667,406.6,14.89,23.889,A
318.9,9253.7,165,2.9952,0,0.88333,408.13,14.39,23.889,A
320.95,9253.7,165,3.0399,0,0.88333,408.13,13.89,23.889,A
322.92,9253.7,166,2.9505,0,0.86667,408.13,14.29,23.889,A
308.95,9253.7,166,2.9505,0,0.86667,408.13,13.79,23.889,A
296,9253.7,166,2.9952,0,0.86667,409.65,13.39,23.889,A
298.98,9269.8,166,2.9505,0,0.88333,409.65,13.2,23.889,A
293.05,9269.8,166,2.9952,0,0.88333,409.65,12.5,23.889,A
291.09,9269.8,167,3.0399,0,0.88333,409.65,12.3,23.889,A
286.05,9269.8,167,2.9505,0,0.86667,411.18,12.8,23.889,A
287.05,9269.8,167,2.9058,0,0.86667,411.18,12.6,23.889,A
296.1,9269.8,167,2.9505,0,0.85,411.18,13,23.889,A
291.08,9285.9,167,2.9058,0,0.85,411.18,13.2,23.889,A
293.1,9285.9,167,2.9058,0,0.86667,412.7,13.1,23.333,A
293.18,9285.9,167,2.9952,0,0.86667,412.7,12.9,23.333,A
279.99,9285.9,168,2.7269,1.4752,0.85,412.7,12.9,23.333,A
294.14,9285.9,168,2.9058,0,0.85,412.7,12.9,23.333,A
296.19,9302,168,2.9505,0,0.85,414.53,13.01,23.333,A
301.16,9302,168,2.9058,0,0.85,414.53,13.61,23.333,A
300.14,9302,168,2.861,0,0.85,414.53,13.71,23.333,A
298.19,9302,168,2.9058,1.4752,0.85,414.53,13.61,23.333,A
314.19,9302,168,2.9058,1.5646,0.85,416.66,13.81,23.333,A
315.14,9302,169,2.8163,1.654,0.83333,416.66,14.01,23.333,A
319.18,9318.1,169,2.861,2.9505,0.85,416.66,13.91,23.333,A
320.26,9318.1,168,2.9505,3.3528,0.85,416.66,14.41,23.333,A
315.25,9318.1,169,2.9058,2.3693,0.86667,417.88,14.11,23.333,A
309.35,9318.1,169,2.9952,2.5928,0.88333,417.88,13.31,23.333,A
299.35,9318.1,169,2.9952,2.6375,0.86667,417.88,12.71,23.333,A
282.35,9334.2,169,2.9505,2.6375,0.88333,417.88,12.11,23.333,A
281.45,9334.2,169,3.0399,2.414,0.9,418.8,11.21,23.333,A
310.66,9334.2,168,3.2634,3.2634,0.96667,418.8,11.11,23.333,A
271.96,9334.2,169,3.5763,2.5034,1.0333,418.8,10.42,23.333,A
257.02,9334.2,169,3.5763,2.0564,1.05,418.8,9.32,23.333,A
249.18,9350.3,168,3.7104,3.0399,1.0833,419.71,8.62,23.333,A
242.38,9350.3,168,3.8445,2.4587,1.1333,419.71,7.22,23.333,A
238.56,9350.3,169,3.9786,3.0846,1.1667,419.71,6.32,23.333,A
231.78,9350.3,168,4.1128,2.9505,1.2,419.71,6.03,23.333,A
233.88,9366.4,168,4.1575,3.2187,1.2167,420.32,5.63,23.333,A
242.06,9366.4,168,4.2469,0,1.25,420.32,6.03,23.333,A
246.13,9366.4,168,4.2469,1.654,1.25,420.32,6.43,23.333,A
246.29,9366.4,168,4.3363,1.6987,1.2667,420.32,6.54,23.333,A
242.53,9382.5,168,4.4257,1.6987,1.3,421.54,6.44,23.333,A
240.7,9382.5,167,4.5151,0,1.3333,421.54,6.04,23.333,A
229.87,9382.5,168,4.6045,1.3858,1.35,421.54,5.55,23.333,A
238.09,9398.5,167,4.6939,0,1.3667,421.54,5.35,23.333,A
241.32,9398.5,168,4.7833,1.7882,1.4,422.76,5.35,23.333,A
238.55,9398.5,167,4.8727,0,1.4167,422.76,5.36,23.333,A
239.58,9398.5,167,4.828,1.7882,1.4167,422.76,5.86,23.333,A
243.66,9414.6,167,4.7833,2.0564,1.4,422.76,6.06,23.333,A
252.73,9414.6,167,4.7386,0,1.4,423.67,6.67,23.333,A
262.76,9414.6,167,4.6939,1.5199,1.3833,423.67,7.07,23.333,A
262.96,9430.7,167,4.7386,1.6093,1.3833,423.67,7.17,23.333,A
259.03,9430.7,167,4.6939,0,1.3833,423.67,7.08,23.333,A
246.19,9430.7,167,4.7386,0,1.4,425.2,6.58,23.333,A
238.35,9446.8,167,4.7386,2.1458,1.3833,425.2,6.29,23.333,A
238.42,9446.8,167,4.6939,0,1.3833,425.2,6.19,23.333,A
238.57,9446.8,168,4.6939,0,1.3833,425.2,6.19,23.333,A
236.59,9446.8,168,4.6492,0,1.3667,426.72,6.6,23.333,A
246.73,9462.9,168,4.6492,0,1.3667,426.72,6.7,23.333,A
251.85,9462.9,168,4.6492,0,1.3667,426.72,6.9,23.333,A
259.98,9462.9,168,4.6492,0,1.3667,426.72,7.21,23.333,A
261.06,9479,168,4.6492,1.967,1.3667,428.24,7.21,23.333,A
258.21,9479,168,4.6492,2.414,1.35,428.24,7.42,23.333,A
263.29,9479,168,4.6492,2.1458,1.3667,428.24,7.32,23.333,A
260.49,9479,169,4.6939,0,1.3667,428.24,7.02,23.333,A
262.52,9495.1,168,4.6492,0,1.3667,429.46,7.02,23.333,A
254.57,9495.1,168,4.6045,0,1.35,429.46,7.03,23.333,A
248.5,9495.1,168,4.5151,1.8329,1.3167,429.46,7.03,23.333,A
251.7,9511.2,169,4.5598,1.3858,1.3333,429.46,7.13,23.333,A
239.8,9511.2,168,4.5598,0,1.35,430.38,6.54,23.333,A
237.04,9511.2,169,4.6492,0,1.3667,430.38,6.04,23.333,A
229.23,9511.2,169,4.6939,0,1.3667,430.38,5.64,23.333,A
217.3,9527.3,169,4.6939,1.5199,1.3833,430.38,5.24,23.333,A
207.51,9527.3,169,4.7386,0,1.4,431.29,5.05,23.333,A
214.65,9527.3,169,4.7833,1.7882,1.4,431.29,5.05,23.333,A
222.9,9543.4,169,4.8727,2.1905,1.4333,431.29,4.85,23.333,A
216.95,9543.4,169,4.8727,1.6987,1.3667,431.29,5.05,23.333,A
217.91,9543.4,169,4.828,2.6375,1.2333,432.51,5.46,23.333,A
225.06,9559.5,169,4.8727,2.6375,1.25,432.51,5.46,23.333,A
235.09,9559.5,169,4.8727,2.2799,1.25,432.51,5.76,23.333,A
242.24,9559.5,169,4.9174,0,1.2667,432.51,5.86,23.333,A
241.29,9559.5,169,4.9174,0,1.2833,433.73,5.96,23.333,A
235.41,9575.6,169,4.9621,0,1.2833,433.73,5.66,23.333,A
221.54,9575.6,169,5.0068,0,1.2833,433.73,5.56,23.333,A
216.48,9575.6,169,4.9621,0,1.2667,433.73,5.36,23.333,A
226.44,9591.7,168,4.9174,0,1.2667,434.34,5.67,23.333,A
226.45,9591.7,168,4.9174,0,1.25,434.34,5.87,23.333,A
219.37,9591.7,168,4.8727,0,1.25,434.34,5.97,23.333,A
216.39,9607.8,168,4.8727,1.3858,1.25,434.34,5.87,23.333,A
221.32,9607.8,168,4.828,0,1.2333,436.17,5.77,23.333,A
222.32,9607.8,168,4.828,1.8776,1.2333,436.17,5.77,23.333,A
216.2,9607.8,168,4.7833,0,1.3,436.17,5.77,23.333,A
223.13,9623.9,168,4.7386,2.9505,1.3833,436.17,6.17,23.333,A
211,9623.9,168,4.6939,4.1128,1.3667,437.69,5.97,23.333,A
214.93,9623.9,168,4.6492,3.9786,1.3667,437.69,5.97,23.333,A
225.91,9639.9,168,4.6492,4.5151,1.35,437.69,6.17,23.333,A
233.7,9639.9,168,4.5598,4.2469,1.3333,437.69,6.26,23.333,A
249.6,9639.9,168,4.5151,4.2916,1.3167,439.83,6.66,23.333,A
261.48,9639.9,168,4.4704,2.9058,1.3,439.83,7.16,23.333,A
269.37,9656,168,4.4257,4.4257,1.2833,439.83,7.66,23.333,A
269.14,9656,168,4.3363,4.4257,1.2667,439.83,7.96,23.333,A
265.03,9656,167,4.2916,4.2916,1.25,441.35,7.96,23.333,A
257.93,9672.1,168,4.2469,3.6657,1.25,441.35,7.66,23.333,A
251,9672.1,167,4.2916,4.4704,1.2667,441.35,7.06,23.333,A
241.07,9672.1,167,4.3363,4.381,1.2667,441.35,6.36,23.333,A
225.93,9672.1,167,4.2916,4.1575,1.25,442.26,5.96,23.333,A
219.83,9688.2,168,4.2469,5.1857,1.25,442.26,5.66,23.333,A
215.79,9688.2,167,4.2469,5.1857,1.25,442.26,5.75,23.333,A
216.85,9688.2,167,4.2916,4.6939,1.2667,442.26,5.55,23.333,A
212.86,9688.2,168,4.3363,4.7833,1.2833,443.79,5.15,23.333,A
216.99,9704.3,168,4.4257,5.0962,1.3,443.79,4.95,23.333,A
218.02,9704.3,167,4.4704,4.9174,1.3,443.79,4.85,23.333,A
220.92,9704.3,167,4.4704,5.1409,1.3,443.79,5.05,23.333,A
233.78,9720.4,167,4.4257,5.4986,1.2833,445.62,5.74,23.333,A
246.48,9720.4,168,4.2916,5.9903,1.25,445.62,6.54,23.333,A
261.17,9720.4,167,4.1575,6.4374,1.2,445.62,7.64,23.333,A
263.5,9720.4,167,3.8445,5.3198,1.2,445.62,9.04,23.333,A
283.13,9736.5,167,3.6657,4.6045,1.2167,446.53,9.93,23.333,A
297.06,9736.5,168,3.6657,3.5316,1.2,446.53,10.53,23.333,A
308.93,9736.5,167,3.621,3.4422,1.1833,446.53,11.03,23.333,A
313.79,9736.5,167,3.5763,3.0846,1.1667,446.53,11.23,23.333,A
321.66,9736.5,168,3.5316,3.3528,1.15,447.45,11.63,23.333,A
319.6,9752.6,168,3.5316,4.381,1.1667,447.45,11.72,23.333,A
315.48,9752.6,168,3.4869,4.0681,1.15,447.45,11.62,23.333,A
308.36,9752.6,168,3.4422,4.5598,1.1333,447.45,11.42,23.333,A
299.2,9752.6,167,3.3975,3.2634,1.1167,448.36,11.02,23.333,A
293.16,9752.6,168,3.3975,3.2187,1.1167,448.36,10.71,23.333,A
284.18,9768.7,168,3.4422,3.3081,1.1333,448.36,10.21,23.333,A
274.2,9768.7,168,3.4869,2.8163,1.15,448.36,9.51,23.333,A
270.22,9768.7,167,3.5316,2.9505,1.1667,450.8,9.11,23.333,A
260.23,9768.7,168,3.5763,2.5034,1.1833,450.8,8.5,23.333,A
251.23,9784.8,168,3.621,3.174,1.1833,450.8,8.3,23.333,A
245.06,9784.8,168,3.5316,3.3081,1.1667,450.8,8.3,23.333,A
237.01,9784.8,167,3.5316,3.7551,1.1833,452.32,8,23.333,A
234.03,9784.8,167,3.621,3.8445,1.2,452.32,7.79,23.333,A
228.97,9784.8,168,3.621,3.9339,1.1833,452.32,7.69,23.333,A
222.88,9800.9,168,3.5763,3.3528,1.2,452.32,7.19,23.333,A
221.94,9800.9,168,3.6657,3.5316,1.2167,452.93,7.09,23.333,A
230.83,9800.9,167,3.621,3.9339,1.2,452.93,7.39,23.333,A
233.71,9800.9,167,3.5763,3.174,1.1667,452.93,7.78,23.333,A
235.62,9817,167,3.5316,1.8329,1.1667,452.93,8.08,23.333,A
239.62,9817,167,3.5763,0,1.1833,454.46,8.58,23.333,A
246.54,9817,167,3.5763,0,1.1833,454.46,8.88,23.333,A
